,title,vote_average,vote_count,popularity
36823,Risto Räppääjä ja liukas Lennart,0.0,0.0,0.020492
36824,Dogville Confessions,6.2,9.0,0.375271
36825,Risto Räppääjä ja Sevillan saituri,0.0,0.0,0.028332999999999997
36826,Ellen ten Damme: As I Was Wondering Where This Mixed-up Little Life of Mine Was Leading To,0.0,0.0,0.003571
36827,Jill and Joy,0.0,0.0,0.017998
36828,Jill And Joy's Winter,0.0,0.0,0.030142000000000002
36829,Fanfare,7.6,5.0,0.682221
36830,My Best Friend's Girl,5.6,12.0,1.060343
36831,Fimfárum Jana Wericha,4.8,3.0,0.297479
36832,Fimfarum 2,7.5,2.0,0.074607
36833,Flower in the Pocket,7.0,1.0,0.054363
36834,Parents,4.0,2.0,0.11006099999999999
36835,Screaming Masterpiece,7.3,3.0,0.739587
36836,The Giants,7.1,14.0,0.588546
36837,Gewoon Hans,7.0,1.0,0.042910000000000004
36838,Gizmo!,6.2,6.0,0.22741599999999998
36839,The Gleaners and I: Two Years Later,6.6,8.0,0.299014
36840,Goshogaoka,0.0,0.0,0.00349
36841,Legacy,5.5,2.0,1.383278
36842,Last Stop,7.0,1.0,0.042157
36843,Into the Badlands,4.0,2.0,0.548013
36844,Sundown: The Vampire in Retreat,6.0,15.0,1.578122
36845,Nightmare in Wax,5.0,3.0,0.9132899999999999
36846,Terror in the Wax Museum,5.9,5.0,0.698608
36847,Cave In!,0.0,0.0,0.304105
36848,Uma Onda no Ar,0.0,0.0,0.0033740000000000003
36849,Cine Holliúdy,6.3,10.0,0.655482
36850,The Red Light Bandit,7.6,5.0,0.745164
36851,Jungle Freaks,6.8,11.0,0.377849
36852,Angels of the Sun,6.4,8.0,0.300501
36853,"Iracema, Uma Transa Amazônica",6.5,2.0,0.002001
36854,The Clan - Tale of the Frogs,7.0,2.0,0.002317
36855,Dancing Ninja,4.7,3.0,0.205246
36856,My Good Hans,6.5,2.0,0.117871
36857,Riuscirà l'avvocato Franco Benenato a sconfiggere il suo acerrimo nemico il pretore Ciccio De Ingras?,0.0,0.0,0.000559
36858,Apocalyptic,5.1,8.0,0.5895279999999999
36859,Classroom 6,4.8,9.0,1.348183
36860,616: Paranormal Incident,3.1,8.0,1.4456280000000001
36861,4 Horror Tales - Roommates,6.3,4.0,0.686167
36862,Joy of Learning,7.5,2.0,0.074827
36863,El gafe,7.0,1.0,0.269518
36864,Severed Footage,3.3,3.0,1.135373
36865,The Frankenstein Theory,4.4,31.0,3.944932
36866,The Big Broadcast of 1937,7.0,1.0,0.33150300000000005
36867,"Gore, Quebec",0.0,0.0,0.032138
36868,Long Pigs,5.1,8.0,1.277626
36869,Gangster,6.5,12.0,0.7201850000000001
36870,Bhoot Unkle,0.0,0.0,0.005157
36871,Naksha,4.0,1.0,0.083143
36872,Alien Abduction: Incident in Lake County,5.9,29.0,3.726699
36873,Woh Lamhe,5.0,3.0,0.42997399999999997
36874,Fight Club: Members Only,2.5,2.0,0.109991
36875,Pyaar Ke Side Effects,6.3,3.0,0.160698
36876,Malamaal Weekly,4.7,9.0,1.479018
36877,36 China Town,5.5,11.0,1.029823
36878,Corporate,6.8,5.0,0.7373029999999999
36879,"Tom, Dick And Harry",6.5,1.0,0.038824000000000004
36880,Shiva,3.5,2.0,0.079669
36881,Jaane Hoga Kya,0.0,0.0,0.008348000000000001
36882,Death Spa,4.7,17.0,1.796689
36883,Ikingut,0.0,0.0,0.001179
36884,Johnny Corncob,0.0,0.0,2e-06
36885,Johanna,3.6,4.0,0.152116
36886,Julietta,7.0,1.0,0.041677
36887,Kelin,4.5,4.0,0.403549
36888,Khamsa,5.3,6.0,0.510151
36889,Komsomol,7.0,2.0,0.139915
36890,The Cat Who Walked by Herself,6.5,2.0,1.129734
36891,The Last Days of Emma Blank,6.3,8.0,0.732102
36892,In the Presence of a Clown,7.6,5.0,0.46051800000000004
36893,Spoon,0.0,0.0,0.309836
36894,Die letzte Rache,8.3,2.0,0.071004
36895,Confessions of Loving Couples,0.0,0.0,0.0013460000000000002
36896,The Life & Adventures of Santa Claus,7.5,2.0,0.635649
36897,Light Keeps Me Company,7.5,2.0,0.120735
36898,Long Gone,0.0,0.0,0.002353
36899,Man van staal,6.5,1.0,0.036524
36900,Misa mi,0.0,0.0,2.4584669999999997
36901,Mods,5.0,1.0,0.038176999999999996
36902,Hollow City,8.0,1.0,0.038842
36903,Night Games,6.3,6.0,0.378035
36904,The Wishing Tree,5.8,4.0,0.137028
36905,The Nun,6.0,1.0,0.11686600000000001
36906,New Mischief by Emil,6.1,15.0,1.31915
36907,Ochtendzwemmers,0.0,0.0,0.001873
36908,Oriana,3.8,5.0,0.055894000000000006
36909,Paradise girls,0.0,0.0,0.002353
36910,Paul dans sa vie,4.8,2.0,0.078565
36911,Victory in the Ukraine and the Expulsion of the Germans from the Boundaries of the Ukrainian Soviet Earth,0.0,0.0,0.0011769999999999999
36912,The Polish Bride,6.8,4.0,0.730651
36913,Princess,0.0,0.0,0.006464
36914,The Proud Princess,6.7,7.0,0.5825319999999999
36915,Life Hits,6.5,6.0,0.509359
36916,Never Travel on a One Way Ticket,0.0,0.0,0.000615
36917,Dreams of Dust,8.5,2.0,0.11020799999999999
36918,The Robber Symphony,0.0,0.0,0.0019510000000000003
36919,The Tale of the Fox,6.0,8.0,0.327667
36920,Schoffies,0.0,0.0,0.004942
36921,Beware of My Love,0.0,0.0,0.050356
36922,The Tale of Tsar Saltan,6.0,4.0,0.02822
36923,The Snow Queen,5.8,17.0,1.8147360000000001
36924,Current,6.7,3.0,0.159351
36925,Sonja,6.0,2.0,0.07937000000000001
36926,Pleasant Days,5.8,3.0,0.277267
36927,The Strange Vengeance of Rosalie,5.0,1.0,0.00043099999999999996
36928,The Foot Shooting Party,6.0,1.0,0.610254
36929,Innocent Sorcerers,7.7,3.0,0.407564
36930,Sunny in the Dark,0.0,0.0,0.05700499999999999
36931,Chronic,5.3,16.0,2.858077
36932,The Black Castle,6.7,7.0,1.674452
36933,Highway Dragnet,5.6,4.0,0.17056
36934,The Crooked Web,5.8,4.0,0.443842
36935,East of Sudan,4.8,3.0,0.80404
36936,Maledimiele,6.7,7.0,1.0887149999999999
36937,Tamas and Juli,6.0,1.0,0.036472000000000004
36938,Voyage in Time,5.8,7.0,0.538122
36939,Hush!,5.3,4.0,0.994835
36940,Gesualdo: Death for Five Voices,7.0,4.0,0.179702
36941,Tussenland,0.0,0.0,0.00246
36942,Killed by Lightning,8.0,1.0,0.11826500000000001
36943,Uttara,0.0,0.0,0.001196
36944,Summer of Goliath,5.0,1.0,0.106521
36945,I Know I'll See Your Face Again,0.0,0.0,0.007451999999999999
36946,Hounded,4.8,7.0,2.9641029999999997
36947,"Work Hard, Play Hard",5.5,5.0,0.892913
36948,Vogelfrei,0.0,0.0,0.0
36949,Harvest Time,5.0,1.0,0.037647
36950,Water and Power,9.0,4.0,0.6641239999999999
36951,The Phantom,0.0,0.0,0.011937999999999999
36952,Twelve Chairs,0.0,0.0,0.0023539999999999998
36953,Last Known Address,7.1,8.0,0.057547
36954,The Sewers of Paradise,6.0,4.0,0.126553
36955,Doraemon:貓狗時空傳,0.0,0.0,0.0023539999999999998
36956,Le Ruffian,6.7,6.0,0.242037
36957,Promise,5.5,2.0,0.36847399999999997
36958,Diving Into the Unknown,7.0,7.0,0.287734
36959,A Night In the Woods,3.5,4.0,0.19176500000000002
36960,Future War,2.0,11.0,0.6166229999999999
36961,White Fire,6.1,5.0,0.23275700000000002
36962,"Chau, Beyond the Lines",6.0,1.0,0.358231
36963,Friend,7.7,9.0,0.6332369999999999
36964,Bear Story,7.8,30.0,1.7754439999999998
36965,3 Braves,7.5,2.0,0.091951
36966,Hellions,3.8,60.0,4.174653
36967,My Tomorrow,5.0,1.0,0.049799
36968,Welcome,6.5,26.0,1.5209629999999998
36969,No Smoking,6.0,7.0,1.129091
36970,Dil Dosti Etc,6.5,2.0,0.074111
36971,Dus Kahaniyaan,4.8,4.0,0.23291900000000001
36972,The Train: Some Lines Shoulder Never Be Crossed...,5.0,1.0,0.087513
36973,Awarapan,6.3,10.0,1.28015
36974,"Good Boy, Bad Boy",3.0,3.0,0.558837
36975,Bheja Fry,7.4,11.0,0.9857049999999999
36976,MP3: Mera Pehla Pehla Pyaar,4.1,4.0,0.214509
36977,Dhol,5.9,7.0,0.8770379999999999
36978,The Disenchanted,5.0,6.0,3.723832
36979,Jaane Tu... Ya Jaane Na,6.7,37.0,1.9700540000000002
36980,Bachna Ae Haseeno,6.5,20.0,1.921026
36981,Fashion,5.9,28.0,1.6719970000000002
36982,Dostana,6.4,42.0,2.5329580000000003
36983,Krazzy 4,4.5,8.0,1.37762
36984,Bhoothnath,6.3,29.0,1.284459
36985,Halla Bol,5.2,5.0,2.561425
36986,Maharathi,7.0,1.0,0.582886
36987,Golmaal Returns,4.3,14.0,5.674992
36988,Jannat,5.1,9.0,0.361991
36989,Boris Without Beatrice,5.0,2.0,0.57672
36990,Las Plantas,0.0,1.0,0.218588
36991,Depth Two,4.0,1.0,0.102186
36992,Hotel Dallas,8.0,1.0,0.098763
36993,Tashan,3.9,9.0,0.8683350000000001
36994,Lily Lane,0.0,0.0,0.632632
36995,Phoonk,3.5,5.0,0.6861550000000001
36996,EMI: Liya Hai To Chukana Padega,4.0,1.0,0.341618
36997,Karzzzz,1.3,3.0,0.177779
36998,Y.M.I. - Yeh Mera India,0.0,0.0,0.751366
36999,"Waiter, Scarper!",7.0,8.0,0.118324
37000,Sin hijos,6.8,16.0,1.7125
37001,We Were Once a Fairytale,0.0,0.0,0.014740999999999999
37002,Mammal,10.0,1.0,0.274712
37003,Scenes from the Suburbs,6.7,13.0,1.015569
37004,To Die By Your Side,6.5,4.0,0.6189479999999999
37005,The American Dreamer,6.0,5.0,0.726015
37006,"André Hazes, Zij Gelooft in Mij",6.7,3.0,0.113732
37007,Babushka,5.5,6.0,0.248286
37008,Beperkt houdbaar,0.0,0.0,0.0035299999999999997
37009,Ape and Super-Ape,0.0,0.0,0.12112
37010,The Quiet Love,6.0,3.0,0.154847
37011,Bloody Cartoons,8.0,1.0,0.039187
37012,Body Language,0.0,0.0,0.005517
37013,Chermeni,0.0,0.0,0.25
37014,Dallas Pashamende,0.0,0.0,0.002954
37015,O Diabo a Quatro,4.8,3.0,0.565814
37016,Domésticas,6.2,5.0,0.208379
37017,Boy,5.3,4.0,0.48779799999999995
37018,Thunderclump,6.3,4.0,0.524508
37019,Island Guests,8.0,1.0,0.043189
37020,"My God, My God, Why Hast Thou Forsaken Me?",7.1,7.0,0.260891
37021,Violent Summer,6.7,10.0,0.906731
37022,Eve's Christmas,4.5,3.0,0.191866
37023,The Eternal Jew,4.0,12.0,1.595573
37024,Female,5.7,3.0,0.11596600000000001
37025,Loco Fever,8.0,2.0,0.31290999999999997
37026,Flipping Out - Israel's Drug Generation,6.0,1.0,0.03883
37027,Leda - The Fantastic Adventure of Yohko,5.8,2.0,0.545656
37028,De Gulle Minnaar,5.0,3.0,0.01365
37029,Herbstmilch,0.0,0.0,0.02205
37030,A Man and a Woman: 20 Years Later,6.0,2.0,0.11926600000000001
37031,I’m Glad My Mother Is Alive,6.3,4.0,0.27127199999999996
37032,Mariages !,5.1,27.0,1.8039889999999998
37033,Srimanthudu,6.8,8.0,0.600893
37034,Dookudu,5.3,8.0,0.468642
37035,Businessman,6.9,9.0,0.663859
37036,Pokiri,6.5,8.0,0.631275
37037,Khaleja,5.9,7.0,0.36849699999999996
37038,Athadu,6.6,7.0,0.668636
37039,Okkadu,6.3,4.0,0.309449
37040,Murari,4.7,3.0,0.26272399999999996
37041,Time Runner,4.6,5.0,0.706342
37042,Jalsa,7.3,4.0,0.409499
37043,Atharintiki Daaredi,6.6,10.0,0.9158950000000001
37044,Gabbar Singh,5.1,6.0,0.7952279999999999
37045,Race Gurram,6.0,6.0,0.910767
37046,Cameraman Ganga Tho Rambabu,4.9,4.0,0.27824
37047,Panjaa,5.5,6.0,0.260921
37048,Julayi,5.4,9.0,0.9433870000000001
37049,Eega,6.7,33.0,8.615159
37050,Chatrapathi,4.5,3.0,0.240434
37051,Vikramarkudu,5.5,7.0,0.345523
37052,Simhadri,6.7,3.0,0.835405
37053,Roboshark,4.7,12.0,1.448969
37054,Curse of the Wolf,4.7,3.0,0.11954200000000001
37055,Skull Forest,3.0,2.0,0.286401
37056,Swamp Zombies!!!,3.3,3.0,0.22913899999999998
37057,L'ange de goudron,0.0,0.0,0.043688
37058,"Italy: Love It, or Leave it",6.3,3.0,0.128687
37059,The Third Eye,6.0,2.0,0.102133
37060,The Dark Side Of Chocolate,7.0,2.0,0.076436
37061,4th Man Out,6.8,97.0,3.843861
37062,99,5.6,5.0,0.32866799999999996
37063,The Stoneman Murders,0.0,0.0,0.0050609999999999995
37064,8 X 10 Tasveer,4.2,5.0,1.099309
37065,Kike Like Me,0.0,0.0,0.00496
37066,Room 205,4.4,5.0,1.43708
37067,Kingdom of Crooked Mirrors,6.0,9.0,1.2231299999999998
37068,Northern Light,6.0,1.0,0.038876
37069,Loverboy,6.5,2.0,0.11098800000000002
37070,Lucid,0.0,0.0,1.142231
37071,Een Maand Later,0.0,0.0,0.001655
37072,La maison,0.0,0.0,0.179017
37073,"Meine Frau, meine Freunde und ich",0.0,0.0,0.004957
37074,The Girl with the Red Hair,6.3,3.0,0.124225
37075,Mechanics of the Brain,5.0,1.0,0.150473
37076,Mémoire de glace,7.0,1.0,0.038877999999999996
37077,The Colonel,5.0,1.0,0.076146
37078,A Tale of a Naughty Girl,7.0,3.0,0.116352
37079,Een Monument voor een Gorilla,0.0,0.0,0.060375
37080,All The Best,6.0,12.0,1.071906
37081,Mutum,9.0,1.0,0.04944
37082,Agyaat,5.3,3.0,0.11896199999999998
37083,O princezně Jasněnce a létajícím ševci,4.8,3.0,0.869604
37084,Oh Jonathan – oh Jonathan!,6.0,1.0,0.465158
37085,The Indecent Woman,5.8,6.0,3.403166
37086,Ora o mai più,7.0,2.0,0.073046
37087,Winky's Horse,6.3,11.0,0.562058
37088,Lily Sometimes,5.9,15.0,0.726152
37089,Kisna: The Warrior Poet,6.7,3.0,0.176189
37090,Perpetrators of the Crime,0.0,0.0,0.001178
37091,Dig Your Grave Friend... Sabata's Coming,0.0,0.0,0.005954
37092,And the Crows Will Dig Your Grave,0.0,0.0,6.2e-05
37093,Exorcismo,7.5,2.0,0.605524
37094,The Last Man on the Moon,6.3,21.0,1.1178290000000002
37095,The Killer Wore Gloves,5.5,2.0,0.08833300000000001
37096,Dad's Army,4.7,83.0,6.558944
37097,Two Men in Town,6.8,22.0,2.740764
37098,Ringing Bell,7.2,5.0,0.640594
37099,Night Flight,7.8,11.0,0.779126
37100,Dabangg,5.9,49.0,4.810413
37101,Khatta Meetha,5.1,10.0,0.494047
37102,Golmaal 3,5.0,17.0,0.9109790000000001
37103,"Dear Guest, When Will You Leave?",6.2,9.0,0.597058
37104,Rakht Charitra,5.4,7.0,0.25390799999999997
37105,Kaalo,2.8,2.0,0.077685
37106,No Home Movie,8.1,7.0,0.371059
37107,984: Prisoner of the Future,0.0,0.0,0.002647
37108,Robo Vampire,3.6,6.0,0.075562
37109,Il giorno in più,6.2,24.0,1.273677
37110,The Girl in the Yellow Pajamas,6.8,3.0,0.271397
37111,Il Paramedico,5.0,2.0,0.07955
37112,Bloodlock,3.3,2.0,0.21905500000000003
37113,Shor in the City,6.5,9.0,0.661642
37114,Yeh Saali Zindagi,4.8,6.0,0.516803
37115,No One Killed Jessica,6.5,21.0,0.785505
37116,Bodyguard,5.2,29.0,2.402032
37117,Thank You,5.7,16.0,1.417392
37118,404: Error Not Found,5.2,3.0,0.11395799999999999
37119,Shuttlecock Boys,10.0,1.0,0.071618
37120,1920: Evil Returns,5.4,5.0,0.931118
37121,Ghost,4.5,1.0,0.05959299999999999
37122,Chhodo Kal Ki Baatein,0.0,0.0,0.019814
37123,Idiot in Paris,6.0,2.0,1.288713
37124,Spike Island,6.8,31.0,6.556092
37125,Behavior,7.0,14.0,1.006481
37126,Conspiracy Encounters,2.5,2.0,0.212769
37127,Family Film,7.0,3.0,0.355191
37128,Blackbird,5.4,10.0,0.9348270000000001
37129,Pretpark Nederland,0.0,0.0,0.007849
37130,Farewell to the Summer Light,8.0,3.0,0.210024
37131,Sharunas Bartas: An Army of One,0.0,0.0,0.006052
37132,Der Struwwelpeter,7.0,1.0,0.106199
37133,The Embryo Hunts in Secret,6.2,9.0,1.036063
37134,The Rashevski Tango,7.0,1.0,0.041791
37135,Next Stop Paradise,8.0,7.0,0.237125
37136,Trench of Hope,8.0,2.0,0.411336
37137,Three Seats for the 26th,6.5,2.0,0.232116
37138,Trying to Kiss the Moon,0.0,0.0,0.0014880000000000002
37139,Uitgesloten,0.0,0.0,0.003275
37140,The chosen,5.3,2.0,0.32369000000000003
37141,Uno,6.8,10.0,1.220097
37142,Barbara the Fair with the Silken Hair,6.1,5.0,0.559277
37143,Visions of Suffering,3.0,1.0,0.333848
37144,The Fabulous World of Jules Verne,6.4,14.0,1.53134
37145,The War of the Worlds: Next Century,6.5,4.0,0.242601
37146,The Wooden Camera,7.0,3.0,0.10835999999999998
37147,The World's Greatest Sinner,6.5,2.0,0.082675
37148,A Private Affair,4.1,4.0,0.718978
37149,All Stars,6.8,6.0,0.508677
37150,Les amants du bagne,7.0,1.0,0.14461400000000002
37151,The Art of Football from A to Z,6.0,1.0,0.9098700000000001
37152,Aung San Suu Kyi - Lady of No Fear,0.0,0.0,0.005882
37153,The Jester's Tale,7.0,2.0,0.077088
37154,The Sin,6.0,3.0,0.41647399999999996
37155,All About Love,5.8,3.0,0.693538
37156,Drei weiße Birken,4.0,1.0,0.037098
37157,Last Day of Freedom,7.3,3.0,0.182998
37158,The Watcher in the Attic,7.5,4.0,0.745193
37159,Escort,6.3,3.0,0.6812
37160,Exposed,5.1,12.0,3.4495129999999996
37161,Le festin de la mante,5.3,3.0,0.128281
37162,De Flat,7.0,2.0,0.36750700000000003
37163,The Great Global Warming Swindle,6.7,18.0,1.248779
37164,Nails,5.5,1.0,0.077777
37165,Hammer & Tickle,8.3,3.0,0.300646
37166,Hata Göteborg,8.0,1.0,0.884324
37167,Critique of Separation,7.0,4.0,0.21303200000000003
37168,Open Season: Scared Silly,5.5,57.0,4.452672
37169,Les oiseaux de passage,0.0,0.0,0.083143
37170,Becoming Mike Nichols,6.7,3.0,0.615297
37171,Homegrown: The Counter-Terror Dilemma,8.0,1.0,0.352202
37172,Aligarh,7.3,9.0,0.351199
37173,A Girl in the River: The Price of Forgiveness,8.1,9.0,0.40721999999999997
37174,Berth Marks,7.1,14.0,0.797932
37175,Triangle: Remembering the Fire,0.0,0.0,0.053228
37176,100 Million BC,3.1,26.0,2.312713
37177,Behave Yourself!,6.3,5.0,1.365193
37178,Chemical Wedding,5.8,8.0,1.7447689999999998
37179,Go Man Go,5.0,1.0,0.139958
37180,Band of Angels,5.0,7.0,1.5703770000000001
37181,The Lost Man,0.0,0.0,0.430623
37182,Plan 9,4.1,14.0,1.2241360000000001
37183,The History of Eternity,8.3,4.0,0.172293
37184,Kiss Of Life,5.6,11.0,0.729341
37185,Κλέφτες,8.0,1.0,0.080801
37186,Alter Ego,4.5,2.0,0.07511799999999999
37187,Straight Story,5.2,6.0,0.258855
37188,Loafing and Camouflage: Sirens in the Aegean,6.6,8.0,0.624186
37189,Loafing and Camouflage: I-4,4.9,6.0,0.684657
37190,Gordon's War,0.0,0.0,0.000785
37191,They Eat Scum,6.0,1.0,0.0008089999999999999
37192,Twist,0.0,0.0,0.0007599999999999999
37193,Commando - A One Man Army,6.0,11.0,1.703768
37194,Boss,5.5,23.0,1.368442
37195,Jolly LLB,6.9,21.0,0.8399110000000001
37196,Shuddh Desi Romance,5.7,29.0,1.417692
37197,Ek Thi Daayan,5.6,8.0,0.960239
37198,Kustom Kar Kommandos,7.1,10.0,0.21384
37199,Leben nach Microsoft,4.8,2.0,0.107603
37200,The Barkley Marathons: The Race That Eats Its Young,8.1,25.0,2.276543
37201,Killer Cop,0.0,0.0,0.004889
37202,Underwater Impressions,6.6,5.0,0.186092
37203,In Orange,7.0,6.0,0.48599899999999996
37204,I Am a Nymphomaniac,3.7,3.0,0.7468560000000001
37205,The King's Beard,0.0,0.0,0.002888
37206,Kiss and Run,0.0,0.0,0.291233
37207,Little Blond Death,7.2,10.0,0.872157
37208,The Little Polar Bear,5.7,11.0,1.2463549999999999
37209,Der Kronzeuge,6.0,2.0,0.145349
37210,Kooky,6.8,11.0,0.563405
37211,The Last Summer,7.0,1.0,0.041792
37212,Naked Paradise,0.0,0.0,0.020294
37213,On Our Own,9.5,1.0,0.145858
37214,Normaal: Ik Kom Altied Weer Terug,0.0,0.0,0.0
37215,Nuits rouges,6.7,3.0,0.060535000000000005
37216,Oysters at Nam Kee's,4.6,5.0,0.45757600000000004
37217,Offset,0.0,0.0,0.443846
37218,Olga's House of Shame,5.3,4.0,0.151701
37219,Otto er et næsehorn,5.7,3.0,0.692467
37220,The Plank,6.4,9.0,0.9599200000000001
37221,Prince and the Evening Star,5.4,5.0,0.006195
37222,Annaluise & Anton,7.3,7.0,0.309062
37223,Directed by Andrei Tarkovsky,7.0,2.0,0.017296000000000002
37224,"Danny, The Champion of the World",4.9,8.0,0.583021
37225,Le roman de Georgette,6.0,1.0,0.037648
37226,Rot ist die Liebe,5.0,1.0,0.036636
37227,Shattered Glass,5.7,3.0,0.108241
37228,The Seventh Juror,6.6,12.0,1.6323239999999999
37229,Shelter Island,4.5,4.0,0.422043
37230,Skin,6.6,5.0,0.355246
37231,The Snowman,0.0,0.0,0.0074730000000000005
37232,The Purse Snatcher,0.0,0.0,0.007423999999999999
37233,Teenage Angst,5.3,2.0,0.25304699999999997
37234,Teenage Gang Debs,0.0,0.0,0.0013130000000000001
37235,Die Tigerin,0.0,0.0,1.173119
37236,Wolf Summer,5.4,9.0,1.505651
37237,En Route,8.5,2.0,0.20014500000000002
37238,Kara Bela,6.8,11.0,1.087464
37239,Women Talking Dirty,3.5,2.0,1.3045719999999998
37240,Zadelpijn,2.8,2.0,0.313874
37241,The Fearless Triplets,5.5,1.0,0.06669
37242,Swan Lake,7.0,3.0,0.083899
37243,Die Abrafaxe - Unter schwarzer Flagge,5.8,6.0,0.8480209999999999
37244,The Acid Eaters,5.0,3.0,0.10705799999999999
37245,Love and Magnets,6.0,6.0,0.44056999999999996
37246,Aksuat,0.0,0.0,0.001191
37247,Allyson Is Watching,6.0,1.0,0.038659
37248,Ma Ma,5.9,36.0,2.5436400000000003
37249,Singham Returns,6.0,27.0,2.108695
37250,Raja Natwarlal,5.5,8.0,1.109545
37251,Dedh Ishqiya,7.0,10.0,1.396518
37252,Sulemani Keeda,0.0,1.0,0.10162
37253,Darr @ the Mall,5.5,4.0,1.283475
37254,"She Smiles, She’s Snared!",6.6,25.0,1.739309
37255,2 States,6.4,46.0,2.196257
37256,Heropanti,5.4,15.0,2.031919
37257,Palm Trees in the Snow,7.3,119.0,6.8180309999999995
37258,Spanish Affair 2,5.3,126.0,4.941644999999999
37259,Roar,5.8,4.0,1.046235
37260,Creature,3.3,3.0,0.129933
37261,Hunterrr,5.4,5.0,0.576446
37262,Stonados,4.1,14.0,0.9807600000000001
37263,Thumb Wars: The Phantom Cuticle,6.8,16.0,1.12808
37264,Thumbtanic,6.4,8.0,0.871762
37265,Lost on Journey,6.2,15.0,0.9983420000000001
37266,Snow on The Blades,5.7,3.0,0.74993
37267,The Belgrade Phantom,5.5,5.0,0.48456899999999997
37268,Bella Bettien,6.4,1.0,0.207304
37269,Burning Love,5.0,1.0,0.036059
37270,Cool!,3.3,3.0,0.122083
37271,Dangerous Invitations,5.2,3.0,0.350865
37272,Ellis in Glamourland,5.3,6.0,1.108206
37273,Filmpje!,4.9,8.0,0.303564
37274,"Die Frau, die im Wald verschwand",0.0,0.0,0.006667
37275,Intoxicating,5.8,3.0,0.219621
37276,The Legend of Sleepy Hollow,4.8,3.0,0.721164
37277,LelleBelle,5.5,11.0,4.653678
37278,The Little Bear Movie,6.0,2.0,0.082116
37279,Mira,6.3,2.0,0.0005780000000000001
37280,The Seduction of Inga,5.0,1.0,0.08654500000000001
37281,Dutch in Seven Lessons,5.0,1.0,0.388282
37282,The New Gulliver,6.5,4.0,0.554008
37283,Eye of the Eagle,4.7,3.0,0.23176
37284,Panic in the Skies,0.5,1.0,1.4438549999999999
37285,Recto / verso,0.0,0.0,0.0
37286,Red Eagle,5.8,9.0,1.175345
37287,Robert Mitchum Est Mort,7.0,3.0,0.392611
37288,The Singing Ringing Tree,6.1,13.0,1.611034
37289,Sins of the mind,0.0,0.0,0.0
37290,Student Seduction,5.0,2.0,0.312089
37291,Too Fat Too Furious,6.2,15.0,1.148274
37292,Bibi,0.0,0.0,1.01888
37293,Prisoner/Terrorist,0.0,0.0,0.004947999999999999
37294,Baba Yaga,6.0,1.0,0.378382
37295,Het zwijgen,6.0,1.0,0.039352
37296,Happy Family,6.0,1.0,0.170979
37297,Despiser,5.0,1.0,0.28351
37298,Sunshine Barry & the Disco Worms,5.2,12.0,0.6395770000000001
37299,Dreamland,3.2,5.0,0.635456
37300,Father of Four: Never Gives Up!,4.8,3.0,0.44724200000000003
37301,Frank & Wendy,7.0,1.0,0.038697
37302,Invisible Mom,3.0,1.0,0.080736
37303,Locusts: The 8th Plague,4.7,7.0,0.295443
37304,Warm Spring,4.5,2.0,0.102529
37305,Lost in New York,5.0,1.0,0.003013
37306,Pervert!,5.6,21.0,1.05556
37307,Phileine Says Sorry,5.5,9.0,0.970785
37308,The Revenge of the Living Dead Girls,5.8,6.0,1.637235
37309,Remote Control,5.9,5.0,0.1725
37310,The Dark Diamond,4.5,1.0,0.045085
37311,Summers Past,3.8,2.0,0.084966
37312,Shock Head Soul,0.0,0.0,0.007336
37313,Emergency Kisses,7.3,3.0,0.003553
37314,One Hundred Days After Childhood,6.4,5.0,0.74439
37315,The Princess and the Pea,6.0,1.0,0.0031079999999999997
37316,Sure Fire,0.0,0.0,3.8e-05
37317,"I, a Woman",8.8,2.0,0.16036
37318,The Parallel Street,8.5,2.0,0.236121
37319,MollyCam,0.0,0.0,0.013491999999999999
37320,"I Flunked, But...",2.5,2.0,0.160931
37321,Pastorale,5.4,5.0,0.294605
37322,Plastic Jesus,7.3,2.0,0.03803
37323,The Spin Kid,5.5,1.0,0.048027999999999994
37324,Crulic - The Path to Beyond,7.3,7.0,1.179559
37325,Russian Symphony,6.0,3.0,0.148918
37326,The Shamer's Daughter,5.5,50.0,7.169599000000001
37327,The White Bus,5.1,4.0,0.190389
37328,On the Comet,5.6,6.0,0.9377620000000001
37329,The White Dove,7.8,5.0,0.179263
37330,Images of a Relief,10.0,1.0,0.380644
37331,Lyrical Nitrate,0.0,0.0,0.017787999999999998
37332,On the Bowery,6.3,9.0,0.639828
37333,Beast,6.5,2.0,0.567637
37334,Funeral Ceremonies,5.0,2.0,0.21390900000000002
37335,Book of Days,10.0,1.0,0.041069999999999995
37336,Found Memories,8.5,2.0,0.112679
37337,Avé,8.0,6.0,0.555376
37338,Max & Co,6.8,2.0,0.42801000000000006
37339,Bovines,0.0,0.0,0.008320999999999999
37340,It's Gradiva Who Is Calling You,7.2,10.0,2.082789
37341,Slow Action,7.3,3.0,0.11993399999999999
37342,O'er the Land,9.0,1.0,0.040056
37343,¡Vivan las Antipodas!,7.5,5.0,0.5181479999999999
37344,Life Lesson,0.0,0.0,0.001648
37345,Finale,2.8,3.0,0.703549
37346,Meanwhile,6.3,4.0,0.394111
37347,Anémone,0.0,0.0,0.014274
37348,It Happened in Europe,5.3,4.0,0.19593
37349,Amber City,0.0,0.0,0.0011769999999999999
37350,Sogobi,8.5,2.0,0.07294099999999999
